Date/Time,Weather,Mapped,Filename
2016-07-16 13:00:00,Cloudy,Cloudy,katkam-20160716130000.jpg
2016-07-16 16:00:00,Mainly Clear,Clear,katkam-20160716160000.jpg
2016-07-16 19:00:00,Mainly Clear,Clear,katkam-20160716190000.jpg
2016-07-17 07:00:00,Mostly Cloudy,Cloudy,katkam-20160717070000.jpg
2016-07-17 10:00:00,Mostly Cloudy,Cloudy,katkam-20160717100000.jpg
2016-07-17 13:00:00,Mostly Cloudy,Cloudy,katkam-20160717130000.jpg
2016-07-17 16:00:00,Mostly Cloudy,Cloudy,katkam-20160717160000.jpg
2016-07-17 19:00:00,Mostly Cloudy,Cloudy,katkam-20160717190000.jpg
2016-07-18 07:00:00,Mostly Cloudy,Cloudy,katkam-20160718070000.jpg
2016-07-18 10:00:00,Mainly Clear,Clear,katkam-20160718100000.jpg
2016-07-18 13:00:00,Mainly Clear,Clear,katkam-20160718130000.jpg
2016-07-18 16:00:00,Mostly Cloudy,Cloudy,katkam-20160718160000.jpg
2016-07-18 19:00:00,Mostly Cloudy,Cloudy,katkam-20160718190000.jpg
2016-07-19 10:00:00,Cloudy,Cloudy,katkam-20160719100000.jpg
2016-07-19 13:00:00,Mainly Clear,Clear,katkam-20160719130000.jpg
2016-07-19 16:00:00,Mainly Clear,Clear,katkam-20160719160000.jpg
2016-07-19 19:00:00,Mainly Clear,Clear,katkam-20160719190000.jpg
2016-07-20 07:00:00,Cloudy,Cloudy,katkam-20160720070000.jpg
2016-07-20 10:00:00,Mainly Clear,Clear,katkam-20160720100000.jpg
2016-07-20 13:00:00,Mainly Clear,Clear,katkam-20160720130000.jpg
2016-07-20 16:00:00,Mainly Clear,Clear,katkam-20160720160000.jpg
2016-07-20 19:00:00,Clear,Clear,katkam-20160720190000.jpg
2016-07-21 07:00:00,Clear,Clear,katkam-20160721070000.jpg
2016-07-21 10:00:00,Clear,Clear,katkam-20160721100000.jpg
2016-07-21 13:00:00,Clear,Clear,katkam-20160721130000.jpg
2016-07-21 16:00:00,Mostly Cloudy,Cloudy,katkam-20160721160000.jpg
2016-07-21 19:00:00,Mainly Clear,Clear,katkam-20160721190000.jpg
2016-07-22 07:00:00,Mostly Cloudy,Cloudy,katkam-20160722070000.jpg
2016-07-22 10:00:00,Mainly Clear,Clear,katkam-20160722100000.jpg
2016-07-22 13:00:00,Mainly Clear,Clear,katkam-20160722130000.jpg
2016-07-22 16:00:00,Cloudy,Cloudy,katkam-20160722160000.jpg
2016-07-22 19:00:00,Cloudy,Cloudy,katkam-20160722190000.jpg
2016-07-23 07:00:00,Mainly Clear,Clear,katkam-20160723070000.jpg
2016-07-23 10:00:00,Mainly Clear,Clear,katkam-20160723100000.jpg
2016-07-23 13:00:00,Mainly Clear,Clear,katkam-20160723130000.jpg
2016-07-23 16:00:00,Mainly Clear,Clear,katkam-20160723160000.jpg
2016-07-23 19:00:00,Mainly Clear,Clear,katkam-20160723190000.jpg
2016-07-24 07:00:00,Mainly Clear,Clear,katkam-20160724070000.jpg
2016-07-24 10:00:00,Mainly Clear,Clear,katkam-20160724100000.jpg
2016-07-24 13:00:00,Mainly Clear,Clear,katkam-20160724130000.jpg
2016-07-24 16:00:00,Mainly Clear,Clear,katkam-20160724160000.jpg
2016-07-24 19:00:00,Mainly Clear,Clear,katkam-20160724190000.jpg
2016-07-25 07:00:00,Mostly Cloudy,Cloudy,katkam-20160725070000.jpg
2016-07-25 10:00:00,Mostly Cloudy,Cloudy,katkam-20160725100000.jpg
2016-07-25 13:00:00,Mostly Cloudy,Cloudy,katkam-20160725130000.jpg
2016-07-25 19:00:00,Mostly Cloudy,Cloudy,katkam-20160725190000.jpg
2016-07-26 07:00:00,Mostly Cloudy,Cloudy,katkam-20160726070000.jpg
2016-07-26 10:00:00,Mainly Clear,Clear,katkam-20160726100000.jpg
2016-07-26 13:00:00,Mainly Clear,Clear,katkam-20160726130000.jpg
2016-07-26 16:00:00,Mainly Clear,Clear,katkam-20160726160000.jpg
2016-07-27 07:00:00,Mostly Cloudy,Cloudy,katkam-20160727070000.jpg
2016-07-27 10:00:00,Clear,Clear,katkam-20160727100000.jpg
2016-07-27 13:00:00,Clear,Clear,katkam-20160727130000.jpg
2016-07-27 16:00:00,Mainly Clear,Clear,katkam-20160727160000.jpg
2016-07-27 19:00:00,Clear,Clear,katkam-20160727190000.jpg
2016-07-28 07:00:00,Clear,Clear,katkam-20160728070000.jpg
2016-07-28 10:00:00,Clear,Clear,katkam-20160728100000.jpg
2016-07-28 13:00:00,Clear,Clear,katkam-20160728130000.jpg
2016-07-28 16:00:00,Clear,Clear,katkam-20160728160000.jpg
2016-07-28 19:00:00,Clear,Clear,katkam-20160728190000.jpg
2016-07-29 07:00:00,Clear,Clear,katkam-20160729070000.jpg
2016-07-29 10:00:00,Clear,Clear,katkam-20160729100000.jpg
2016-07-29 13:00:00,Clear,Clear,katkam-20160729130000.jpg
2016-07-29 16:00:00,Clear,Clear,katkam-20160729160000.jpg
2016-07-29 19:00:00,Clear,Clear,katkam-20160729190000.jpg
2016-07-30 07:00:00,Mainly Clear,Clear,katkam-20160730070000.jpg
2016-07-30 10:00:00,Mainly Clear,Clear,katkam-20160730100000.jpg
2016-07-30 13:00:00,Clear,Clear,katkam-20160730130000.jpg
2016-07-30 16:00:00,Clear,Clear,katkam-20160730160000.jpg
2016-07-30 19:00:00,Mainly Clear,Clear,katkam-20160730190000.jpg
2016-07-31 07:00:00,Mostly Cloudy,Cloudy,katkam-20160731070000.jpg
2016-07-31 10:00:00,Mostly Cloudy,Cloudy,katkam-20160731100000.jpg
2016-07-31 13:00:00,Mostly Cloudy,Cloudy,katkam-20160731130000.jpg
2016-07-31 16:00:00,Clear,Clear,katkam-20160731160000.jpg
2016-07-31 19:00:00,Mainly Clear,Clear,katkam-20160731190000.jpg
2016-08-01 07:00:00,Clear,Clear,katkam-20160801070000.jpg
2016-08-01 10:00:00,Mainly Clear,Clear,katkam-20160801100000.jpg
2016-08-01 13:00:00,Mainly Clear,Clear,katkam-20160801130000.jpg
2016-08-01 16:00:00,Mainly Clear,Clear,katkam-20160801160000.jpg
2016-08-01 19:00:00,Mainly Clear,Clear,katkam-20160801190000.jpg
2016-08-02 06:00:00,Thunderstorms,"Rain,Cloudy",katkam-20160802060000.jpg
2016-08-02 07:00:00,Cloudy,Cloudy,katkam-20160802070000.jpg
2016-08-02 08:00:00,Thunderstorms,"Rain,Cloudy",katkam-20160802080000.jpg
2016-08-02 09:00:00,Rain Showers,"Rain,Cloudy",katkam-20160802090000.jpg
2016-08-02 10:00:00,Cloudy,Cloudy,katkam-20160802100000.jpg
2016-08-02 13:00:00,Rain Showers,"Rain,Cloudy",katkam-20160802130000.jpg
2016-08-02 15:00:00,Rain,"Rain,Cloudy",katkam-20160802150000.jpg
2016-08-02 16:00:00,Cloudy,Cloudy,katkam-20160802160000.jpg
2016-08-02 18:00:00,Rain,"Rain,Cloudy",katkam-20160802180000.jpg
2016-08-02 19:00:00,Cloudy,Cloudy,katkam-20160802190000.jpg
2016-08-03 06:00:00,Fog,Fog,katkam-20160803060000.jpg
2016-08-03 07:00:00,Cloudy,Cloudy,katkam-20160803070000.jpg
2016-08-03 10:00:00,Cloudy,Cloudy,katkam-20160803100000.jpg
2016-08-03 13:00:00,Mostly Cloudy,Cloudy,katkam-20160803130000.jpg
2016-08-03 16:00:00,Mainly Clear,Clear,katkam-20160803160000.jpg
2016-08-03 19:00:00,Clear,Clear,katkam-20160803190000.jpg
2016-08-04 07:00:00,Mostly Cloudy,Cloudy,katkam-20160804070000.jpg
2016-08-04 10:00:00,Mainly Clear,Clear,katkam-20160804100000.jpg
2016-08-04 13:00:00,Mainly Clear,Clear,katkam-20160804130000.jpg
2016-08-04 16:00:00,Clear,Clear,katkam-20160804160000.jpg
2016-08-04 19:00:00,Clear,Clear,katkam-20160804190000.jpg
