timestamp,cpu_percent,fan_rpm,sys_load_1,temperature
2017-06-06 08:49:45.958738,1.3599999999999999,656,0.06,33
2017-06-06 08:50:45.962886,1.75,634,0.2,33
2017-06-06 08:51:45.967004,1.38,638,0.14,33
2017-06-06 08:52:45.971198,1.5,645,0.2,33
2017-06-06 08:53:45.975358,1.62,644,0.58,33
2017-06-06 08:54:45.979470,1.5,643,0.86,34
2017-06-06 08:55:45.983574,1.25,642,0.62,33
2017-06-06 08:56:45.987752,1.98,637,0.5,33
2017-06-06 08:57:45.991991,1.26,636,0.25,32
2017-06-06 08:58:45.996175,4.79,647,0.14,33
2017-06-06 08:59:46.000336,1.8900000000000001,638,0.05,33
2017-06-06 09:00:46.004533,1.26,632,0.47000000000000003,33
2017-06-06 09:01:46.008701,1.75,637,0.25,33
2017-06-06 09:02:46.012837,1.75,640,0.8200000000000001,33
2017-06-06 09:03:46.017016,1.74,634,0.39,32
2017-06-06 09:04:46.021238,1.62,638,0.29,32
2017-06-06 09:05:46.025350,1.65,644,0.23,33
2017-06-06 09:06:46.029481,1.8599999999999999,642,0.74,32
2017-06-06 09:07:46.033605,1.3900000000000001,654,0.45,34
2017-06-06 09:08:46.037693,4.9,645,0.28,33
2017-06-06 09:09:46.041824,1.8599999999999999,645,0.62,34
2017-06-06 09:10:46.045992,1.5,638,0.37,33
2017-06-06 09:11:46.050161,1.62,637,0.18,33
2017-06-06 09:12:46.054317,1.6099999999999999,634,0.24,33
2017-06-06 09:13:46.058499,1.73,638,0.41000000000000003,33
2017-06-06 09:14:46.062571,1.98,632,0.22,33
2017-06-06 09:15:46.066702,1.51,642,0.08,33
2017-06-06 09:16:46.070899,1.6400000000000001,634,0.03,33
2017-06-06 09:17:46.074985,1.62,642,0.23,33
2017-06-06 09:18:46.079091,4.75,645,0.47000000000000003,34
2017-06-06 09:19:46.083253,1.85,640,0.28,33
2017-06-06 09:20:46.087458,1.49,637,0.7000000000000001,33
2017-06-06 09:21:46.091554,1.38,637,0.67,32
2017-06-06 09:22:46.095696,2.35,656,0.24,34
2017-06-06 09:23:46.099841,1.51,644,0.09,33
2017-06-06 09:24:46.103886,1.25,640,0.11,34
2017-06-06 09:25:46.107936,1.51,641,0.36,33
2017-06-06 09:26:46.112017,1.5,647,0.17,34
2017-06-06 09:27:46.116171,1.6099999999999999,639,0.21,33
2017-06-06 09:28:46.120215,4.79,646,0.37,34
2017-06-06 09:29:46.124281,1.25,642,0.44,33
2017-06-06 09:30:46.128496,1.74,632,0.16,33
2017-06-06 09:31:46.132601,1.38,633,0.21,33
2017-06-06 09:32:46.136769,1.85,638,0.45,33
2017-06-06 09:33:46.140867,1.5,642,0.41000000000000003,33
2017-06-06 09:34:46.145126,1.38,637,0.32,33
2017-06-06 09:35:46.149249,1.88,636,0.68,32
2017-06-06 09:36:46.153428,1.38,639,0.47000000000000003,33
2017-06-06 09:37:46.157519,1.3900000000000001,636,0.4,33
2017-06-06 09:38:46.161660,5.25,647,0.15,33
2017-06-06 09:39:46.165867,1.75,636,0.05,33
2017-06-06 09:40:46.169977,1.76,633,0.08,33
2017-06-06 09:41:46.174157,1.5,637,0.03,33
2017-06-06 09:42:46.178243,1.5,642,0.01,33
2017-06-06 09:43:46.182248,1.99,635,0.23,32
2017-06-06 09:44:46.186402,1.62,632,0.55,33
2017-06-06 09:45:46.190532,1.5,641,0.2,34
2017-06-06 09:46:46.194658,1.88,639,0.07,32
2017-06-06 09:47:46.198818,1.38,645,0.08,33
2017-06-06 09:48:46.202973,4.25,640,0.03,33
2017-06-06 09:49:46.207102,1.49,633,0.33,34
2017-06-06 09:50:46.211269,1.49,645,0.2,33
2017-06-06 09:51:46.215462,1.8599999999999999,636,0.56,34
2017-06-06 09:52:46.219645,1.48,638,0.42,33
2017-06-06 09:53:46.223744,2.14,642,0.15,33
2017-06-06 09:54:46.227790,1.8599999999999999,652,0.05,34
2017-06-06 09:55:46.232015,1.51,648,0.25,33
2017-06-06 09:56:46.236179,1.26,647,0.09,33
2017-06-06 09:57:46.240327,1.6400000000000001,642,0.17,33
2017-06-06 09:58:46.244360,3.51,654,0.06,34
2017-06-06 09:59:46.248574,1.5,640,0.22,33
2017-06-06 10:00:46.252755,2.11,648,0.32,34
2017-06-06 10:01:46.256879,1.38,637,0.17,32
2017-06-06 10:02:46.260980,1.38,637,0.06,34
2017-06-06 10:03:46.265120,1.99,636,0.07,33
2017-06-06 10:04:46.269198,1.5,644,0.02,33
2017-06-06 10:05:46.273316,1.74,643,0.01,33
2017-06-06 10:06:46.277469,1.65,647,0.21,33
2017-06-06 10:07:46.281568,1.38,648,0.08,32
2017-06-06 10:08:46.285721,3.64,646,0.26,33
2017-06-06 10:09:46.289899,1.5,640,0.09,32
2017-06-06 10:10:46.294106,1.5,636,0.2,32
2017-06-06 10:11:46.298170,2.12,644,0.07,34
2017-06-06 10:12:46.302273,2.75,632,0.25,34
2017-06-06 10:13:46.306377,1.3900000000000001,654,0.46,33
2017-06-06 10:14:46.310553,1.73,641,0.47000000000000003,33
2017-06-06 10:15:46.314658,1.49,643,0.2,32
2017-06-06 10:16:46.318801,1.74,644,0.53,33
2017-06-06 10:17:46.322832,1.73,652,0.26,33
2017-06-06 10:18:46.326941,2.61,646,0.09,33
2017-06-06 10:19:46.331204,1.3599999999999999,639,0.33,33
2017-06-06 10:20:46.335348,1.99,647,0.29,35
2017-06-06 10:21:46.339515,1.38,657,0.1,34
2017-06-06 10:22:46.343673,1.6400000000000001,648,0.08,33
2017-06-06 10:23:46.347817,1.99,646,0.03,33
2017-06-06 10:24:46.351918,1.38,645,0.33,33
2017-06-06 10:25:46.356080,1.38,653,0.5700000000000001,34
2017-06-06 10:26:46.360272,1.3599999999999999,653,0.7000000000000001,34
2017-06-06 10:27:46.364380,1.6400000000000001,646,0.53,33
2017-06-06 10:28:46.368521,2.62,661,0.27,33
2017-06-06 10:29:46.372689,1.75,646,0.2,33
2017-06-06 10:30:46.376815,1.38,651,0.34,33
2017-06-06 10:31:46.380965,3.86,638,0.12,38
2017-06-06 10:32:46.385075,1.38,641,0.37,33
2017-06-06 10:33:46.389189,2.01,636,0.31,33
2017-06-06 10:34:46.393369,2.01,640,0.38,33
2017-06-06 10:35:46.397545,1.5,650,0.29,33
2017-06-06 10:36:46.401705,1.88,653,0.38,34
2017-06-06 10:37:46.405895,1.88,634,0.32,34
2017-06-06 10:38:46.409985,2.27,647,0.12,33
2017-06-06 10:39:46.414096,1.38,649,0.37,33
2017-06-06 10:40:46.418227,1.5,652,0.25,34
2017-06-06 10:41:46.422297,1.38,648,0.21,33
2017-06-06 10:42:46.426427,1.75,648,0.08,33
2017-06-06 10:43:46.430508,1.6099999999999999,645,0.06,33
2017-06-06 10:44:46.434548,1.75,639,0.14,33
2017-06-06 10:45:46.438572,2.11,641,0.05,32
2017-06-06 10:46:46.442708,1.62,651,0.21,34
2017-06-06 10:47:46.446997,1.38,646,0.37,34
2017-06-06 10:48:46.451235,2.0,655,0.13,34
2017-06-06 10:49:46.455371,1.25,643,0.1,34
2017-06-06 10:50:46.459493,4.62,654,0.04,35
2017-06-06 10:51:46.463619,2.48,651,0.12,33
2017-06-06 10:52:46.467750,1.74,640,0.32,34
2017-06-06 10:53:46.471943,1.38,657,0.11,34
2017-06-06 10:54:46.475997,1.3900000000000001,658,0.15,34
2017-06-06 10:55:46.480151,1.6400000000000001,653,0.1,32
2017-06-06 10:56:46.484250,1.76,640,0.8200000000000001,33
2017-06-06 10:57:46.488382,1.62,646,0.54,33
2017-06-06 10:58:46.492656,1.75,659,0.76,33
2017-06-06 10:59:46.496814,2.96,634,0.28,34
2017-06-06 11:00:46.500936,1.6099999999999999,652,0.16,33
2017-06-06 11:01:46.505184,1.75,649,0.06,33
2017-06-06 11:02:46.509364,1.62,636,0.22,33
2017-06-06 11:03:46.513458,2.0,648,0.37,33
2017-06-06 11:04:46.517509,1.74,648,0.37,33
2017-06-06 11:05:46.521545,2.01,637,0.27,33
2017-06-06 11:06:46.525537,1.75,644,0.22,33
2017-06-06 11:07:46.529670,2.11,645,0.35000000000000003,34
2017-06-06 11:08:46.533806,1.75,652,0.13,33
2017-06-06 11:09:46.537962,4.84,647,0.17,33
2017-06-06 11:10:46.542065,1.99,641,0.06,33
2017-06-06 11:11:46.546174,1.5,632,0.02,32
2017-06-06 11:12:46.550385,1.38,638,0.08,33
2017-06-06 11:13:46.554586,1.52,642,0.09,34
2017-06-06 11:14:46.558658,1.25,639,0.19,33
2017-06-06 11:15:46.562762,2.1,645,0.56,33
2017-06-06 11:16:46.566944,1.88,643,0.62,34
2017-06-06 11:17:46.571194,1.62,639,0.22,34
2017-06-06 11:18:46.575460,2.1,658,0.23,34
2017-06-06 11:19:46.579525,1.6400000000000001,647,0.16,33
2017-06-06 11:20:46.583713,2.0,652,0.17,34
2017-06-06 11:21:46.587714,1.74,643,0.46,33
2017-06-06 11:22:46.591769,1.8599999999999999,634,0.33,35
2017-06-06 11:23:46.595639,2.12,645,0.47000000000000003,35
2017-06-06 11:24:46.599712,2.01,652,0.17,35
2017-06-06 11:25:46.603728,1.96,637,0.29,35
2017-06-06 11:26:46.607653,2.21,650,0.24,34
2017-06-06 11:27:46.611479,1.6400000000000001,651,0.08,34
2017-06-06 11:28:46.615325,3.59,647,0.03,38
2017-06-06 11:29:46.619313,2.89,647,0.01,34
2017-06-06 11:30:46.623360,2.0,646,0.11,33
2017-06-06 11:31:46.627241,2.24,648,0.71,33
2017-06-06 11:32:46.631202,2.11,646,0.29,33
2017-06-06 11:33:46.635109,2.36,637,0.19,33
2017-06-06 11:34:46.639406,1.76,646,0.07,33
2017-06-06 11:35:46.643296,2.12,639,0.07,33
2017-06-06 11:36:46.647332,2.36,657,0.32,33
2017-06-06 11:37:46.651366,2.24,648,0.16,33
2017-06-06 11:38:46.655495,2.38,653,0.06,34
2017-06-06 11:39:46.659456,2.0,648,0.48,35
2017-06-06 11:40:46.663526,1.9,646,0.63,34
2017-06-06 11:41:46.667838,1.8599999999999999,648,0.61,34
2017-06-06 11:42:46.671786,1.8599999999999999,653,0.22,33
2017-06-06 11:43:46.675745,2.99,647,0.27,34
2017-06-06 11:44:46.679736,1.62,638,0.16,33
2017-06-06 11:45:46.683766,2.33,640,0.41000000000000003,33
2017-06-06 11:46:46.687783,2.0,638,0.44,33
2017-06-06 11:47:46.691897,3.96,644,0.75,39
2017-06-06 11:48:46.696044,1.62,641,0.47000000000000003,33
2017-06-06 11:49:46.700137,1.75,650,0.29,33
2017-06-06 11:50:46.704048,1.85,649,0.59,33
2017-06-06 11:51:46.708068,2.01,658,0.32,34
2017-06-06 11:52:46.712098,1.6,641,0.12,34
2017-06-06 11:53:46.716011,1.5,641,0.24,33
2017-06-06 11:54:46.719972,1.26,655,0.41000000000000003,33
2017-06-06 11:55:46.723853,1.76,644,0.27,33
2017-06-06 11:56:46.727940,1.3900000000000001,641,0.1,32
2017-06-06 11:57:46.731768,2.12,655,0.11,34
2017-06-06 11:58:46.735807,1.51,649,0.04,33
2017-06-06 11:59:46.739652,2.62,657,0.09,33
2017-06-06 12:00:46.743429,1.12,638,0.39,33
2017-06-06 12:01:46.747272,1.6099999999999999,642,0.39,33
2017-06-06 12:02:46.751180,1.1400000000000001,644,0.59,34
2017-06-06 12:03:46.755045,1.3900000000000001,649,0.45,34
2017-06-06 12:04:46.759010,1.6400000000000001,635,0.21,33
2017-06-06 12:05:46.762961,1.5,646,0.08,34
2017-06-06 12:06:46.766951,4.95,648,0.16,33
2017-06-06 12:07:46.770840,1.11,652,0.62,33
2017-06-06 12:08:46.774669,1.24,647,0.29,34
2017-06-06 12:09:46.778420,1.0,639,0.49,33
2017-06-06 12:10:46.782327,1.0,649,0.5,33
2017-06-06 12:11:46.786233,0.89,646,0.38,33
2017-06-06 12:12:46.790329,0.75,638,0.14,33
2017-06-06 12:13:46.794395,1.1400000000000001,651,0.05,34
2017-06-06 12:14:46.798573,0.75,638,0.02,33
2017-06-06 12:15:46.802643,1.25,643,0.08,33
2017-06-06 12:16:46.806827,1.0,642,0.08,33
2017-06-06 12:17:46.811191,1.12,634,0.5,33
2017-06-06 12:18:46.815255,0.89,637,0.38,33
2017-06-06 12:19:46.819444,0.5,636,0.52,33
2017-06-06 12:20:46.823613,1.12,639,0.19,32
2017-06-06 12:21:46.827781,0.88,633,0.71,33
2017-06-06 12:22:46.831781,0.89,639,0.53,32
2017-06-06 12:23:46.835695,1.0,644,0.59,33
2017-06-06 12:24:46.839814,0.61,637,0.5,34
2017-06-06 12:25:46.844010,4.22,641,0.31,33
2017-06-06 12:26:46.848048,1.25,645,0.2,34
2017-06-06 12:27:46.852276,1.49,648,0.31,33
2017-06-06 12:28:46.856418,1.01,655,0.11,33
2017-06-06 12:29:46.860428,1.99,654,0.58,33
2017-06-06 12:30:46.864473,1.11,648,0.44,34
2017-06-06 12:31:46.868539,1.0,651,0.23,33
2017-06-06 12:32:46.872536,1.48,640,0.2,34
2017-06-06 12:33:46.876762,1.3900000000000001,659,0.07,34
2017-06-06 12:34:46.880898,1.11,650,0.19,33
2017-06-06 12:35:46.885050,0.74,640,0.18,33
2017-06-06 12:36:46.889110,0.5,638,0.34,33
2017-06-06 12:37:46.893283,0.88,648,0.17,33
2017-06-06 12:38:46.897493,0.5,656,0.12,33
2017-06-06 12:39:46.901696,0.86,649,0.35000000000000003,34
2017-06-06 12:40:46.905754,0.88,645,0.12,32
2017-06-06 12:41:46.909922,0.88,650,0.4,33
2017-06-06 12:42:46.913985,0.74,646,0.34,33
2017-06-06 12:43:46.918147,0.5,640,0.46,33
2017-06-06 12:44:46.922253,4.1,645,0.41000000000000003,32
2017-06-06 12:45:46.926329,0.62,640,0.15,34
2017-06-06 12:46:46.930390,1.24,637,0.05,33
2017-06-06 12:47:46.934409,0.38,645,0.18,32
2017-06-06 12:48:46.938555,0.75,645,0.12,34
2017-06-06 12:49:46.942606,1.25,641,0.24,33
2017-06-06 12:50:46.946617,1.85,636,0.55,33
2017-06-06 12:51:46.950828,0.88,643,0.33,33
2017-06-06 12:52:46.954829,1.12,644,0.23,33
2017-06-06 12:53:46.958920,0.75,652,0.08,34
2017-06-06 12:54:46.963079,0.38,652,0.30000000000000004,33
2017-06-06 12:55:46.967370,0.38,652,0.11,33
2017-06-06 12:56:46.971443,0.88,651,0.26,33
2017-06-06 12:57:46.975593,1.25,647,0.13,34
2017-06-06 12:58:46.979758,0.74,637,0.22,32
2017-06-06 12:59:46.983813,2.36,643,0.4,33
2017-06-06 13:00:46.987926,0.62,643,0.21,33
2017-06-06 13:01:46.991962,1.0,651,0.08,33
2017-06-06 13:02:46.996015,0.75,641,0.18,33
2017-06-06 13:03:47.000038,4.03,657,0.41000000000000003,34
2017-06-06 13:04:47.004060,0.75,648,0.19,34
2017-06-06 13:05:47.008106,1.0,658,0.2,33
2017-06-06 13:06:47.012053,0.5,651,0.43,33
2017-06-06 13:07:47.016209,0.5,655,0.16,33
2017-06-06 13:08:47.020403,1.0,658,0.1,33
2017-06-06 13:09:47.024514,0.5,651,0.03,32
2017-06-06 13:10:47.028601,1.24,646,0.01,34
2017-06-06 13:11:47.032705,1.0,640,0.36,34
2017-06-06 13:12:47.036745,0.99,634,0.26,34
2017-06-06 13:13:47.041000,0.62,652,0.19,34
2017-06-06 13:14:47.045220,0.75,637,0.34,32
2017-06-06 13:15:47.049371,0.75,651,0.53,32
2017-06-06 13:16:47.053267,0.88,634,0.19,33
2017-06-06 13:17:47.057357,1.25,643,0.12,33
2017-06-06 13:18:47.061465,0.5,643,0.1,33
2017-06-06 13:19:47.065564,0.99,639,0.11,33
2017-06-06 13:20:47.069609,0.88,651,0.33,33
2017-06-06 13:21:47.073642,0.75,651,0.41000000000000003,33
2017-06-06 13:22:47.077622,3.98,647,0.42,33
2017-06-06 13:23:47.081612,0.88,649,0.23,33
2017-06-06 13:24:47.085687,0.99,645,0.25,33
2017-06-06 13:25:47.089785,0.88,649,0.09,34
2017-06-06 13:26:47.093792,1.12,657,0.19,33
2017-06-06 13:27:47.097832,0.62,641,0.36,33
2017-06-06 13:28:47.101973,1.0,653,0.13,33
2017-06-06 13:29:47.106011,1.6099999999999999,653,0.24,33
2017-06-06 13:30:47.110165,0.38,650,0.33,33
2017-06-06 13:31:47.114320,1.11,648,0.27,33
2017-06-06 13:32:47.118454,0.62,655,0.42,33
2017-06-06 13:33:47.122582,1.3599999999999999,640,0.15,33
2017-06-06 13:34:47.126701,0.75,650,0.21,33
2017-06-06 13:35:47.130811,0.88,642,0.18,33
2017-06-06 13:36:47.134856,0.88,654,0.07,33
2017-06-06 13:37:47.139012,1.0,655,0.02,33
2017-06-06 13:38:47.143201,0.88,650,0.26,32
2017-06-06 13:39:47.147383,0.62,647,0.27,34
2017-06-06 13:40:47.151379,0.62,648,0.23,33
2017-06-06 13:41:47.155495,3.85,652,0.08,33
2017-06-06 13:42:47.159488,0.75,643,0.30000000000000004,33
2017-06-06 13:43:47.163682,1.11,643,0.14,33
2017-06-06 13:44:47.167861,0.62,644,0.37,33
2017-06-06 13:45:47.172020,1.1,650,0.33,34
2017-06-06 13:46:47.176017,0.51,642,0.38,33
2017-06-06 13:47:47.180176,0.25,662,0.14,34
2017-06-06 13:48:47.184141,1.0,654,0.26,33
2017-06-06 13:49:47.188156,0.75,639,0.16,33
2017-06-06 13:50:47.192296,1.23,649,0.18,34
2017-06-06 13:51:47.196364,0.5,657,0.42,34
2017-06-06 13:52:47.200376,0.75,645,0.32,33
2017-06-06 13:53:47.204343,0.62,654,0.11,33
2017-06-06 13:54:47.208404,0.75,654,0.04,33
2017-06-06 13:55:47.212491,0.62,648,0.09,34
2017-06-06 13:56:47.216418,0.5,653,0.03,33
2017-06-06 13:57:47.220467,1.23,651,0.01,33
2017-06-06 13:58:47.224660,0.75,660,0.08,34
2017-06-06 13:59:47.228665,2.25,657,0.07,33
2017-06-06 14:00:47.232867,4.62,662,0.18,34
2017-06-06 14:01:47.237166,0.88,662,0.06,34
2017-06-06 14:02:47.241293,0.75,652,0.17,34
2017-06-06 14:03:47.245444,0.5,652,0.14,33
2017-06-06 14:04:47.249546,1.38,651,0.23,33
2017-06-06 14:05:47.253820,0.88,655,0.27,34
2017-06-06 14:06:47.257749,1.25,666,0.32,33
2017-06-06 14:07:47.261890,0.38,658,0.65,35
2017-06-06 14:08:47.266012,0.62,653,0.86,34
2017-06-06 14:09:47.270109,0.75,644,0.8300000000000001,34
2017-06-06 14:10:47.274198,0.75,657,0.44,33
2017-06-06 14:11:47.278372,1.24,655,0.44,34
2017-06-06 14:12:47.282394,0.75,660,0.23,34
2017-06-06 14:13:47.286452,0.5,666,0.2,33
2017-06-06 14:14:47.290566,0.62,662,0.31,34
2017-06-06 14:15:47.294643,0.38,673,0.18,34
2017-06-06 14:16:47.298710,1.35,649,0.1,35
2017-06-06 14:17:47.302818,0.75,654,0.03,33
2017-06-06 14:18:47.306958,0.75,657,0.44,33
2017-06-06 14:19:47.310978,4.38,667,0.29,33
2017-06-06 14:20:47.315235,0.62,660,0.30000000000000004,35
2017-06-06 14:21:47.319381,1.25,667,0.14,33
2017-06-06 14:22:47.323424,1.0,653,0.43,33
2017-06-06 14:23:47.327720,0.5,660,0.48,32
2017-06-06 14:24:47.331823,0.88,652,0.29,32
2017-06-06 14:25:47.335939,0.62,661,0.1,34
2017-06-06 14:26:47.340091,1.0,662,0.27,34
2017-06-06 14:27:47.344309,0.5,656,0.13,32
2017-06-06 14:28:47.348388,0.86,665,0.26,33
2017-06-06 14:29:47.352503,2.01,663,0.19,33
2017-06-06 14:30:47.356592,0.5,659,0.30000000000000004,33
2017-06-06 14:31:47.360682,1.11,666,0.37,33
2017-06-06 14:32:47.364740,0.75,649,0.13,34
2017-06-06 14:33:47.368865,1.75,655,0.37,34
2017-06-06 14:34:47.373057,0.5,656,0.23,33
2017-06-06 14:35:47.377152,0.75,660,0.18,34
2017-06-06 14:36:47.381201,0.5,657,0.55,32
2017-06-06 14:37:47.385392,0.75,663,0.32,33
2017-06-06 14:38:47.389443,1.88,670,0.46,34
2017-06-06 14:39:47.393513,0.75,660,0.38,33
2017-06-06 14:40:47.397650,0.5,655,0.41000000000000003,33
2017-06-06 14:41:47.401800,0.62,657,0.30000000000000004,33
2017-06-06 14:42:47.405763,0.75,647,0.44,33
2017-06-06 14:43:47.409910,1.11,660,0.48,34
2017-06-06 14:44:47.413967,1.0,661,0.9500000000000001,34
2017-06-06 14:45:47.418077,1.11,655,0.5700000000000001,33
2017-06-06 14:46:47.422253,0.62,661,0.30000000000000004,33
2017-06-06 14:47:47.426283,0.75,663,0.38,34
2017-06-06 14:48:47.430348,0.62,661,0.19,33
2017-06-06 14:49:47.434444,1.0,653,0.18,32
2017-06-06 14:50:47.438553,1.24,658,0.2,33
2017-06-06 14:51:47.442815,0.99,658,0.18,33
2017-06-06 14:52:47.447649,1.35,659,0.26,34
2017-06-06 14:53:47.451775,0.75,660,0.19,33
2017-06-06 14:54:47.455922,0.5,656,0.56,34
2017-06-06 14:55:47.460100,0.5,656,0.46,33
2017-06-06 14:56:47.464207,0.75,664,0.36,33
2017-06-06 14:57:47.468264,1.1400000000000001,661,0.32,33
2017-06-06 14:58:47.472425,0.75,661,0.16,33
2017-06-06 14:59:47.476448,2.62,652,0.06,34
2017-06-06 15:00:47.480681,0.75,657,0.34,32
2017-06-06 15:01:47.484788,0.5,657,0.30000000000000004,33
2017-06-06 15:02:47.488884,0.75,648,0.15,32
2017-06-06 15:03:47.492867,0.5,661,0.05,34
2017-06-06 15:04:47.496945,1.11,658,0.02,33
2017-06-06 15:05:47.501021,1.11,660,0.0,33
2017-06-06 15:06:47.504969,0.75,656,0.0,33
2017-06-06 15:07:47.509058,0.88,655,0.04,33
2017-06-06 15:08:47.513195,0.5,664,0.37,34
2017-06-06 15:09:47.517096,1.3599999999999999,668,0.13,33
2017-06-06 15:10:47.521303,1.0,658,0.17,33
2017-06-06 15:11:47.525426,0.86,661,0.06,33
2017-06-06 15:12:47.529507,0.75,649,0.27,33
2017-06-06 15:13:47.533546,0.62,654,0.24,33
2017-06-06 15:14:47.537630,0.38,667,0.30000000000000004,33
2017-06-06 15:15:47.541834,0.99,663,0.16,34
2017-06-06 15:16:47.546012,1.11,657,0.1,34
2017-06-06 15:17:47.550238,0.88,655,0.21,33
2017-06-06 15:18:47.554411,0.99,650,0.56,33
2017-06-06 15:19:47.558457,0.75,654,0.2,33
2017-06-06 15:20:47.562472,0.75,658,0.15,34
2017-06-06 15:21:47.566758,0.88,658,0.11,34
2017-06-06 15:22:47.570973,0.5,657,0.04,33
2017-06-06 15:23:47.575191,0.5,660,0.01,33
2017-06-06 15:24:47.579344,0.38,663,0.35000000000000003,34
2017-06-06 15:25:47.583389,0.5,653,0.21,35
2017-06-06 15:26:47.587449,0.62,653,0.39,34
2017-06-06 15:27:47.591453,0.38,655,0.18,34
2017-06-06 15:28:47.595428,0.38,656,0.67,33
2017-06-06 15:29:47.599198,1.3900000000000001,657,0.63,33
2017-06-06 15:30:47.603237,0.38,657,0.30000000000000004,34
2017-06-06 15:31:47.607245,0.25,650,0.46,34
2017-06-06 15:32:47.611077,0.5,649,0.17,34
2017-06-06 15:33:47.615120,0.49,662,0.33,34
2017-06-06 15:34:47.619238,0.0,658,0.12,33
2017-06-06 15:35:47.623080,1.3599999999999999,668,0.04,33
2017-06-06 15:36:47.626983,0.5,648,0.01,35
2017-06-06 15:37:47.630940,0.12,668,0.0,34
