qs1,qs2,qs3,qs4,qs5,merge1,partition_sort
0.09696125984191895,0.17568278312683105,0.18046212196350098,0.22641396522521973,0.17152190208435059,0.21863245964050293,0.13442754745483398
0.09974908828735352,0.17832446098327637,0.17630290985107422,0.18760204315185547,0.16646122932434082,0.21570062637329102,0.13205599784851074
0.10037374496459961,0.1776106357574463,0.1777784824371338,0.1969623565673828,0.17377710342407227,0.21457648277282715,0.134291410446167
0.10015201568603516,0.17891263961791992,0.17705774307250977,0.19962716102600098,0.17308878898620605,0.21618294715881348,0.13380074501037598
0.10171937942504883,0.17656731605529785,0.17459416389465332,0.163726806640625,0.16938138008117676,0.22277164459228516,0.13480830192565918
0.09958004951477051,0.17647814750671387,0.17466497421264648,0.1548779010772705,0.17457151412963867,0.21779632568359375,0.1339576244354248
0.10106182098388672,0.18166232109069824,0.17260289192199707,0.1705336570739746,0.17500638961791992,0.21811676025390625,0.13311076164245605
0.10109090805053711,0.18106937408447266,0.17712759971618652,0.15563631057739258,0.16871953010559082,0.21977496147155762,0.1333315372467041
0.10295724868774414,0.17804622650146484,0.1758439540863037,0.15575337409973145,0.16922569274902344,0.2417769432067871,0.13408589363098145
0.10125279426574707,0.1752936840057373,0.18507075309753418,0.17244958877563477,0.17116928100585938,0.21587228775024414,0.13466572761535645
0.1009209156036377,0.1781482696533203,0.17467522621154785,0.16536974906921387,0.1683039665222168,0.2169783115386963,0.13719916343688965
0.10033464431762695,0.1767723560333252,0.17474818229675293,0.1548445224761963,0.16838288307189941,0.21618008613586426,0.13401103019714355
0.09961748123168945,0.17947626113891602,0.18199586868286133,0.16637229919433594,0.17502880096435547,0.22081327438354492,0.13394737243652344
0.10031843185424805,0.18157291412353516,0.1810302734375,0.15277409553527832,0.1642286777496338,0.23694682121276855,0.13386154174804688
0.10106945037841797,0.1809217929840088,0.18225383758544922,0.15490460395812988,0.16764354705810547,0.21578693389892578,0.13411521911621094
0.10139989852905273,0.1831653118133545,0.17221426963806152,0.17024612426757812,0.1633005142211914,0.21682190895080566,0.1347653865814209
0.09916448593139648,0.17855596542358398,0.17970037460327148,0.1556839942932129,0.16614913940429688,0.2159433364868164,0.13385868072509766
0.09998130798339844,0.18244552612304688,0.17460250854492188,0.15877079963684082,0.16611862182617188,0.21849441528320312,0.13786005973815918
0.10323762893676758,0.19527769088745117,0.1759629249572754,0.15816473960876465,0.17104148864746094,0.21724319458007812,0.1339120864868164
0.10111308097839355,0.18884587287902832,0.17288851737976074,0.16342902183532715,0.16753220558166504,0.21518492698669434,0.13328003883361816
0.09957623481750488,0.18492841720581055,0.1726398468017578,0.15824365615844727,0.16622662544250488,0.21393322944641113,0.1337587833404541
0.10126042366027832,0.18312692642211914,0.17485642433166504,0.18171977996826172,0.16800451278686523,0.21492552757263184,0.13374781608581543
0.10112547874450684,0.18965792655944824,0.17867207527160645,0.15362763404846191,0.16464900970458984,0.2229175567626953,0.1340022087097168
0.10055828094482422,0.17883634567260742,0.17927956581115723,0.15619635581970215,0.16826224327087402,0.21527457237243652,0.13310503959655762
0.10079193115234375,0.18276691436767578,0.17876172065734863,0.16814756393432617,0.16796565055847168,0.21601605415344238,0.13630461692810059
0.09989166259765625,0.17595314979553223,0.1739504337310791,0.1550920009613037,0.16908884048461914,0.21728181838989258,0.13698983192443848
0.10031342506408691,0.21598339080810547,0.17210912704467773,0.16591095924377441,0.16561579704284668,0.21866106986999512,0.13407492637634277
0.10043048858642578,0.24920177459716797,0.17850780487060547,0.1778278350830078,0.16833829879760742,0.21780991554260254,0.13326120376586914
0.10166454315185547,0.22936773300170898,0.18439626693725586,0.1558389663696289,0.16959047317504883,0.21660876274108887,0.13358831405639648
0.10010218620300293,0.1910104751586914,0.22339415550231934,0.16501879692077637,0.17071199417114258,0.21560120582580566,0.1341240406036377
0.10044527053833008,0.17988109588623047,0.22208547592163086,0.16641926765441895,0.1684415340423584,0.21636295318603516,0.13433480262756348
0.09981369972229004,0.17463350296020508,0.1941661834716797,0.16575241088867188,0.16936206817626953,0.216996431350708,0.13395977020263672
0.10026979446411133,0.18685650825500488,0.18842411041259766,0.18476319313049316,0.17051362991333008,0.21610164642333984,0.13863205909729004
