id,created_at,text
860904962582302720,2017-05-06 17:11:52,"b""@EverythingGoats You: goats are good \n\nMe, an intellectual: no they're not"""
860897935244111872,2017-05-06 16:43:57,"b""@maxsparber We've never done this. We only rate dogs"""
860709852842254336,2017-05-06 04:16:34,"b""@FallonTonight Jimmy... all I'm saying, is that more pups = more viewers. The math is quite simple"""
860658893621514241,2017-05-06 00:54:05,b'@Dumont_Music Yes'
860657309374173184,2017-05-06 00:47:47,b'H*CK CANCER'
860623936647835649,2017-05-05 22:35:10,"b""RT @LexBreann: The stages of trying to show off your @dog_rates hat but your pup won't corporate with you https://t.co/f9uuz5ZlFI"""
860563773140209665,2017-05-05 18:36:06,"b""Meet Lorenzo. He's an avid nifty hat wearer and absolute 13/10, but he needs your help to beat cancer. Link below\xe2\x80\xa6 https://t.co/xml5aIGWxv"""
860562494238199808,2017-05-05 18:31:01,b'@FallonTonight @in_vested can confirm'
860562217711923201,2017-05-05 18:29:55,b'@IndieSunflower um what'
860539418670759937,2017-05-05 16:59:20,b'@TmarTn Still waiting on some Cooper pics...'
860538739679997953,2017-05-05 16:56:38,b'@Anaklu oh no'
860526424872165377,2017-05-05 16:07:42,"b'@darth HE CAN DANCE IF HE WANTS TO, HE CAN LEAVE YOUR FRENS BEHIND'"
860524672475176960,2017-05-05 16:00:44,b'@new_is_good good one'
860524505164394496,2017-05-05 16:00:04,"b""This is Carl. He likes to dance. Doesn't care what you think about it. 13/10 h*ckin confident pup https://t.co/C2zHcNIu4I"""
860311559809245184,2017-05-05 01:53:54,b'@rowbradley @darth @matt___nelson Hi Rowan here is a link!\nhttps://t.co/DNLfMBRIAL'
860301328395927552,2017-05-05 01:13:14,"b""RT @dog_rates: It's the last day to get any of these fine doggo mommo products by Mother's Day! \xf0\x9f\x90\xb6\nhttps://t.co/YHfwxQ4BZd"""
860276583193509888,2017-05-04 23:34:55,b'This is Jordy. He likes to go on adventures and watch the small scaly underwater dogs with fins pass him by. 12/10\xe2\x80\xa6 https://t.co/k5d7pFQVxx'
860254450128232448,2017-05-04 22:06:58,b'RT @OGMike69: WE GOT SCARED BY A FROG AND SO DID MY DOG BUT HE COULDNT LEAVE HIS TOY BEHIND LMFAO https://t.co/m0wT087nr2'
860202860730085376,2017-05-04 18:41:58,b'RT @dog_rates: This made my day. 12/10 please enjoy https://t.co/VRTbo3aAcm'
860201717274750976,2017-05-04 18:37:25,b'@AndreaRussett she says thank you and would like to meet the dog in your pic'
860189612333047809,2017-05-04 17:49:19,b'@cmcmahon No this is obviously not sponsored'
860184849394610176,2017-05-04 17:30:24,"b'Here we have perhaps the wisest dog of all. Above average with light sabers. Immortal as h*ck. 14/10 dog, or dog no\xe2\x80\xa6 https://t.co/R2eI8bm9MI'"
860177593139703809,2017-05-04 17:01:34,b'RT @dog_rates: Ohboyohboyohboyohboyohboyohboyohboyohboyohboyohboyohboyohboyohboyohboyohboy. 10/10 for all (by happytailsresort) https://t.c\xe2\x80\xa6'
860167721564217344,2017-05-04 16:22:20,"b""It's the last day to get any of these fine doggo mommo products by Mother's Day! \xf0\x9f\x90\xb6\nhttps://t.co/YHfwxQ4BZd"""
860166172637102082,2017-05-04 16:16:11,"b""@Reds I'm a little late but I can confirm that the doggo pictured above is indeed a winner"""
859935222011482112,2017-05-04 00:58:28,b'RT @paul_haine: Fascinated at how crossing a Corgi with any other dog breed results in what is basically a Corgi in disguise as the other b\xe2\x80\xa6'
859924526012018688,2017-05-04 00:15:58,b'Meet Milky. She has no idea what happened. Just as pupset as you. Perhaps a sheep exploded. Even offered to help cl\xe2\x80\xa6 https://t.co/Tr1A1K5U9X'
859851578198683649,2017-05-03 19:26:06,b'Meet Trooper. He picks pup recyclables that have blown out of bins in the neighborhood and puts them back. 13/10 en\xe2\x80\xa6 https://t.co/748iOtO7w3'
859608558924705793,2017-05-03 03:20:25,"b"".@matt___nelson She's actually like a 15 or 16 but we're very professional here at WeRateDogs and can't have any curator bias"""
859607811541651456,2017-05-03 03:17:27,b'Sorry for the lack of posts today. I came home from school and had to spend quality time with my puppo. Her name is\xe2\x80\xa6 https://t.co/GL6vzAbHrv'
859407684650618880,2017-05-02 14:02:13,"b""RT @dog_rates: .@ShopWeRateDogs We added a couple stickers to our Mother's Day collection! Check 'em out \xf0\x9f\x90\xb6\n\nhttps://t.co/6aKAcxpXsp https:/\xe2\x80\xa6"""
859196978902773760,2017-05-02 00:04:57,"b""We only rate dogs. This is quite clearly a smol broken polar bear. We'd appreciate if you only send dogs. Thank you\xe2\x80\xa6 https://t.co/r6huxnDPOZ"""
859180335527079936,2017-05-01 22:58:49,"b""@KatyyyyBug that's also a good one"""
859180247723409409,2017-05-01 22:58:28,b'@steve_sorgerr @ShopWeRateDogs what holiday is next month my dude'
859180085345234944,2017-05-01 22:57:49,b'@KatyyyyBug we have that :)'
859178445984718849,2017-05-01 22:51:18,b'@r0unak you have no idea how much I appreciate this comment'
859177731455668226,2017-05-01 22:48:28,"b"".@ShopWeRateDogs We added a couple stickers to our Mother's Day collection! Check 'em out \xf0\x9f\x90\xb6\n\nhttps://t.co/6aKAcxpXsp https://t.co/Nb4tGCMQwU"""
859172300410769408,2017-05-01 22:26:53,b'@MitchyD dogs are the secret Mitch cmon now'
859075093070303232,2017-05-01 16:00:37,b'@CallMeMatub ...h*ck'
859074603037188101,2017-05-01 15:58:40,"b""Here we have an exotic dog. Good at ukulele. Fashionable af. Has two more arms if needed. Is blue. Knows what 'ohan\xe2\x80\xa6 https://t.co/lAySVN8EBp"""
859062012621541377,2017-05-01 15:08:39,b'@darth @KBliverino I AM. THEIR GOD'
858860390427611136,2017-05-01 01:47:28,"b""RT @dog_rates: Meet Winston. He knows he's a little too big for the swing, but he doesn't care. Kindly requests a push. 12/10 would happily\xe2\x80\xa6"""
858859053891670016,2017-05-01 01:42:09,"b""@jonnysun I know I know I could've done better"""
858843525470990336,2017-05-01 00:40:27,"b""I have stumbled puppon a doggo painting party. They're looking to be the next Pupcasso or Puppollock. All 13/10 wou\xe2\x80\xa6 https://t.co/A1s7QG7tqa"""
858749943057657857,2017-04-30 18:28:35,b'RT @touchIeigh: @dog_rates Snapchat is making my day https://t.co/MgAiCgoTny'
858471635011153920,2017-04-30 00:02:42,b'This is Sophie. She just arrived. Used pawority shipping. Speedy as h*ck delivery. 13/10 would carefully assemble https://t.co/8jOC4zhNxy'
858469593479827456,2017-04-29 23:54:35,"b'RT @meanolpa: The @dog_rates stickers arrived today! Murphy approves. \n\nNow, where to find a thought bubble sticker to go around it. https:\xe2\x80\xa6'"
858371226447859712,2017-04-29 17:23:42,b'RT @Waisiann: THIS is art @dog_rates https://t.co/fbYsnQE2xv'
858107933456039936,2017-04-28 23:57:28,"b""This is Wyatt. He had an interview earlier today. Was just told he didn't get the job. A h*ckin injustice. Still 12\xe2\x80\xa6 https://t.co/MmuKBs0kYD"""
858104066165149696,2017-04-28 23:42:06,b'@isakedblad @ShopWeRateDogs what male equivalent holiday is next month? \xf0\x9f\x98\x89'
858100810286288896,2017-04-28 23:29:10,"b""RT @MTZLER: I'm taking over the @dog_rates Snapchat this weekend for what will be the best corgi snaps you've ever seen. https://t.co/PfC0u\xe2\x80\xa6"""
858100746826518529,2017-04-28 23:28:55,"b""RT @hollye83: A corgi has taken over the @dog_rates snapchat for the weekend, y'all. https://t.co/ti8CMGKBwN"""
858047895630749697,2017-04-28 19:58:54,b'RT @BlairBraverman: OH MY GOD https://t.co/5lZd2grrZK'
858021436157566977,2017-04-28 18:13:46,b'@darth DARTH I LIKE THE SHIRT'
858021369321316357,2017-04-28 18:13:30,b'RT @darth: #NationalSuperHeroDay https://t.co/ONnXcKPhco'
857990396026159104,2017-04-28 16:10:25,"b""@MarkRogachevsky @RuiChangChang Unfortunately, we can't respond to everyone. Keep sending a variety of pics!"""
857989990357356544,2017-04-28 16:08:49,"b""This is Rosie. She was just informed of the walk that's about to happen. Knows there are many a stick along the way\xe2\x80\xa6 https://t.co/hM3GxwdhBn"""
857970140457160704,2017-04-28 14:49:56,b'@ryguyblake nice.'
857762435251535872,2017-04-28 01:04:35,b'@Dan_in_Ft_Worth @ShopWeRateDogs been around for a while \xf0\x9f\x98\x98\nhttps://t.co/RJpD715IrQ'
857761339095343105,2017-04-28 01:00:14,"b""RT @dog_rates: Mother's Day Collection is Here!\n\nLet your mom know it's ok that her dog is more important than you \xf0\x9f\x90\xb6\n\nShop Now: https://t.c\xe2\x80\xa6"""
857746408056729600,2017-04-28 00:00:54,"b""Meet Thor. He doesn't have finals because he's a dog but is pupset you have finals. Just wants to play. 13/10 would\xe2\x80\xa6 https://t.co/N3p4ePizgN"""
857736059697983488,2017-04-27 23:19:47,b'@j_bwp @courtneyxjaynee YES'
857709437771022336,2017-04-27 21:34:00,b'RT @GoodDogsGame: have you and your doggos met the inhabitants of Snow Drift Valley yet?\n\nplay Good Dogs now!\nhttps://t.co/Cz8YHzzNlt https\xe2\x80\xa6'
857650283291316226,2017-04-27 17:38:56,"b""@LexBreann @SuloBruh Look out for Father's Day"""
857644742137565184,2017-04-27 17:16:55,"b'RT @AlanaHolly16: this is not a want, but a need https://t.co/GksUyVc6z9'"
857634236756525056,2017-04-27 16:35:10,b'@AmericanU OMG CINDY BEAR YOU ANGEL. would definitely pet'
857626296880431105,2017-04-27 16:03:37,b'@namakutephy @ShopWeRateDogs WE \xf0\x9f\x91\x8f\xf0\x9f\x8f\xbc DO \xf0\x9f\x91\x8f\xf0\x9f\x8f\xbc'
857625397718122496,2017-04-27 16:00:03,"b""Mother's Day Collection is Here!\n\nLet your mom know it's ok that her dog is more important than you \xf0\x9f\x90\xb6\n\nShop Now:\xe2\x80\xa6 https://t.co/RkiVI7HNgc"""
857490329733410816,2017-04-27 07:03:20,b'@thelonliestmime @skyhorsepub they all signed a contributor license buddy no worries'
857413278850568193,2017-04-27 01:57:10,"b"".@BurkhartAdriana I'll pupdate when I get more info \xe2\x9d\xa4\xf0\x9f\x90\xb6 https://t.co/wYINycHmPG"""
857401764584316929,2017-04-27 01:11:25,b'@Speed_Weed_ try harder'
857401475257036800,2017-04-27 01:10:16,"b""If you're stressing over finals:\n\n1. find dog\n2. pet dog"""
857393404942143489,2017-04-27 00:38:11,"b""Instead of the usual nightly dog rate, I'm sharing this story with you. Meeko is 13/10 and would like your help\xe2\x80\xa6 https://t.co/n4Zydf45bT"""
857380171468460033,2017-04-26 23:45:36,"b""@Blizzard_Ent on behalf of all doggos, s'all good \xf0\x9f\x91\x8c\xf0\x9f\x8f\xbc"""
857366465430921218,2017-04-26 22:51:09,"b""@koush we don't give our insight on non-dog related matters"""
857366153110458368,2017-04-26 22:49:54,b'@Blizzard_Ent You put the dogs at a clear disadvantage. Much less commitment/risk involved in liking a post compare\xe2\x80\xa6 https://t.co/7hhBQnzSha'
857314120378568705,2017-04-26 19:23:09,b'@anna_orso we do'
857263989570621441,2017-04-26 16:03:56,"b""@MerriamWebster we've been using Brent since last September \xf0\x9f\x98\x89"""
857263712553639936,2017-04-26 16:02:50,"b""@emilyokn Yep! It's WeRateDogs"""
857263160327368704,2017-04-26 16:00:39,"b""This is Oscar and Oliver. Oliver shrunk Oscar. Oscar isn't pleased about it. Quite pupset tbh. Oliver doesn't seem\xe2\x80\xa6 https://t.co/HtCrP7pEEC"""
857232186075996170,2017-04-26 13:57:34,b'@TheGoldenRatio4 THANK YOU SO MUCH EVERYONE FELL IN LOVE WITH THEM'
857214891891077121,2017-04-26 12:48:51,b'@Marc_IRL pixelated af 12/10'
857062744297787392,2017-04-26 02:44:16,b'@AaronChewning YOU JUST NEED CHARLIE THE BOWTIE DOGGO AND THE FLIGHT IS PAWFECT'
857062103051644929,2017-04-26 02:41:43,b'RT @AaronChewning: First time wearing my @dog_rates hat on a flight and I get DOUBLE OPEN ROWS. Really makes you think. 13/10 https://t.co/\xe2\x80\xa6'
857049404993404928,2017-04-26 01:51:16,b'RT @dog_feelings: perks of. being dog:\n\n3. no taxes\na. pets\n\xe2\x80\xa2 belly scritches\n7. zooms (fast ones)\n7. occasional swims\nd) snoozes\n1. peanut\xe2\x80\xa6'
857029823797047296,2017-04-26 00:33:27,b'This is Zeke. He performs group cheeky wink tutorials. Pawfect execution here. 12/10 would wink back https://t.co/uMH5CLjXJu'
856985779981230080,2017-04-25 21:38:26,b'@TEDx @TEDTalks Can confirm'
856934879724007425,2017-04-25 18:16:11,b'RT @waterfallmirage: I loVE the @dog_rates  snapchat!! https://t.co/NX2bRKhfY3'
856885857428656129,2017-04-25 15:01:23,b'RT @TheGoldenRatio4: WE HAVE TAKEN OVER @dog_rates SNAP CHAT! Get over there and watch our mayhem at WeRateDogs! \xf0\x9f\x91\xbb\xf0\x9f\x90\xb6\xf0\x9f\x90\xb6\xf0\x9f\x90\xb6\xf0\x9f\x90\xb6 https://t.co/uMSWzov\xe2\x80\xa6'
856628208065753089,2017-04-24 21:57:34,b'@ChrissyCostanza better now'
856627131815788544,2017-04-24 21:53:18,b'@hitstreak I can deal with that'
856626357211680769,2017-04-24 21:50:13,"b""@Blizzard_Ent ...c'mon"""
856602993587888130,2017-04-24 20:17:23,"b""RT @dog_rates: This is Luna. It's her first time outside and a bee stung her nose. Completely h*ckin uncalled for. 13/10 where's the bee I\xe2\x80\xa6"""
856581615929229314,2017-04-24 18:52:26,b'@RachaelLackner can he also be my best friend?'
856563218545823744,2017-04-24 17:39:20,b'RT @Lambsgobaa: Siggy taking her new mug for a test drive @dog_rates #theyregooddogsbrent https://t.co/PtOyauWWWz'
856544924879204352,2017-04-24 16:26:38,b'@nolanolegal \xe2\x9d\xa4'
856543823941562368,2017-04-24 16:22:16,"b""This is Callie. She'll be your navigator today. Takes her job very seriously. Will shift for you. One ear always in\xe2\x80\xa6 https://t.co/jHtBq0zSwB"""
856537406320672772,2017-04-24 15:56:46,b'@SeriousJoker72 @anthonylpisano yes I learned that at the same time as you'
856535648773316610,2017-04-24 15:49:46,b'@pnphoto @ErinDMurphy @anthonylpisano @MarkHalperin OMFG'
856535262851211264,2017-04-24 15:48:14,b'RT @RosieGray: the receipts are here on Halperin and the dog https://t.co/SpRmuMNddP https://t.co/QZU491lWSl'
856530584264421376,2017-04-24 15:29:39,b'@ErinDMurphy @anthonylpisano @MarkHalperin I want an independent third party investigation on the matter asap'
856527889390555137,2017-04-24 15:18:57,"b"".@anthonylpisano ALSO HE'S WEARING A NEW BOWTIE THAT HE AGAIN TIED HIMSELF BECAUSE HIS OTHER ONE REMINDS HIM OF THE\xe2\x80\xa6 https://t.co/uhuiCKh0fU"""
856526610513747968,2017-04-24 15:13:52,"b'THIS IS CHARLIE, MARK. HE DID JUST WANT TO SAY HI AFTER ALL. PUPGRADED TO A 14/10. WOULD BE AN HONOR TO FLY WITH https://t.co/p1hBHCmWnA'"
856394590668156928,2017-04-24 06:29:16,"b""@Jenna_Marbles we like... just set in stone that they're good"""
856331930496839681,2017-04-24 02:20:16,b'@FruityBruno @Jenna_Marbles auto-pawlot'
856331681464295424,2017-04-24 02:19:17,"b""@FruityBruno @Jenna_Marbles that's our cruising altitude actually"""
856331243780222976,2017-04-24 02:17:33,b'@Jenna_Marbles and kept them at temperature boiling. Hard work pays off'
856330835276025856,2017-04-24 02:15:55,"b""RT @Jenna_Marbles: @dog_rates Thanks for rating my cermets 14/10 wow I'm so proud I watered them so much"""
856288084350160898,2017-04-23 23:26:03,"b""@xianmcguire @Jenna_Marbles Kardashians wouldn't be famous if as a society we didn't place enormous value on what t\xe2\x80\xa6 https://t.co/ax4MDnXBhB"""
856282028240666624,2017-04-23 23:01:59,"b'This is Cermet, Paesh, and Morple. They are absolute h*ckin superstars. Watered every day so they can grow. 14/10 f\xe2\x80\xa6 https://t.co/tK2h7fEVOk'"
856265537713840128,2017-04-23 21:56:27,b'@zsazsapaddy \xe2\x9d\xa4'
855870601843679235,2017-04-22 19:47:07,b'RT @LDNsciencemarch: Daisy the Science Pup leading #ScienceMarchLdn! #MarchForScience #ScienceMarch https://t.co/lGx4xQdAAt'
855870117044989953,2017-04-22 19:45:11,"b""@omglifehacks that's why I censor it"""
855862651834028034,2017-04-22 19:15:32,b'@dhmontgomery We also gave snoop dogg a 420/10 but I think that predated your research'
855861168698732544,2017-04-22 19:09:38,b'@s8n I agree with Satan'
855860136149123072,2017-04-22 19:05:32,"b'@s8n You tried very hard to portray this good boy as not so good, but you have ultimately failed. His goodness shines through. 666/10'"
855857698524602368,2017-04-22 18:55:51,"b'HE\'S LIKE ""WAIT A MINUTE I\'M AN ANIMAL THIS IS AMAZING HI HUMAN I LOVE YOU AS WELL"" 13/10 https://t.co/sb73bV5Y7S'"
855855357184311296,2017-04-22 18:46:32,b'RT @rowhoop: PERIODIC TABLE DOG #marchforscience #London https://t.co/Hz9E9Jipwo'
855853760102486017,2017-04-22 18:40:12,b'@Jenna_Marbles @jackiewattles a dog as good as Cermet needs to be extensively researched before I can conduct a pro\xe2\x80\xa6 https://t.co/9kWfso22R4'
855851453814013952,2017-04-22 18:31:02,"b""Here's a puppo participating in the #ScienceMarch. Cleverly disguising her own doggo agenda. 13/10 would keep the p\xe2\x80\xa6 https://t.co/ZM2gNEODrZ"""
855845763280236544,2017-04-22 18:08:25,b'@FourCM Hi! May I feature this pic?'
855834268328710147,2017-04-22 17:22:44,b'RT @fi_turn: @dog_rates #MarchforScienceKC https://t.co/J9ciw3AH7z'
855822874413862912,2017-04-22 16:37:28,b'New &amp; Improved classes of travel:\n\nEconomy class - $\nBusiness class - $$$\nFirst class - $$$$$\nSeat next to a dog - *value is incalculable'
855818117272018944,2017-04-22 16:18:34,b'I HEARD HE TIED HIS OWN BOWTIE MARK AND HE JUST WANTS TO SAY HI AND MAYBE A NOGGIN PAT SHOW SOME RESPECT 13/10 https://t.co/5BEjzT2Tth'
855586110629720068,2017-04-22 00:56:39,"b""@ethinsays @markhoppus From this moment on it's $1.99 to submit your dog and an extra $4,000 if we post"""
855581691288723456,2017-04-22 00:39:05,"b'@ethinsays @markhoppus oh Ethan, you should know by now that here at WeRateDogs we only care about making money'"
855579531993899009,2017-04-22 00:30:30,b'RT @AmandaRosenberg: good boy content https://t.co/XkMP4jMnSK'
855576115183853569,2017-04-22 00:16:56,b'@Caiti_Ferguson Try to support original creators in the future :)'
855575532024496129,2017-04-22 00:14:37,"b'@markhoppus what the h*ck fan at the show. Yea, these are ours: https://t.co/RJpD715IrQ\n\nbut as long as everyone kn\xe2\x80\xa6 https://t.co/Xpn8TQ3CD9'"
855572511106510848,2017-04-22 00:02:37,"b""@markhoppus where'd you get this? It's not a design we sell https://t.co/2RtEz1ZEVX"""
855569900898856962,2017-04-21 23:52:14,"b""@ambergeeFOD @markhoppus That's not our design :/"""
855535162154778625,2017-04-21 21:34:12,b'@ewlizzie_ @GoodDogsGame'
855459991872036865,2017-04-21 16:35:30,b'.@nfallang21 Gotta pet em all'
855459453768019968,2017-04-21 16:33:22,"b'Guys, we only rate dogs. This is quite clearly a bulbasaur. Please only send dogs. Thank you... 12/10 human used pe\xe2\x80\xa6 https://t.co/K3WzI8R77F'"
855245323840757760,2017-04-21 02:22:29,b'RT @dog_rates: Meet George. He looks slightly deflated but overall quite powerful. Not sure how that human restrained him. 12/10 would snug\xe2\x80\xa6'
855243276340916225,2017-04-21 02:14:21,b'@seanpatricks @_katebrennan needs more shiba'
855146987230048256,2017-04-20 19:51:44,"b""RT @BPhilli19: @dog_rates They're good dogs. https://t.co/BGJrA3f5GA"""
855138241867124737,2017-04-20 19:16:59,"b""RT @frasercampbell_: oh my... what's that... beautiful scarf around your neck... 14/10 a h*ckin good dog in a h*ckin good game @GoodDogsGam\xe2\x80\xa6"""
855049148323835904,2017-04-20 13:22:57,b'@TmarTn @DeptofDefense @usairforce OMG TESSA YOU ANGEL'
854804094749429760,2017-04-19 21:09:12,b'RT @MITHumorSeries: The online humor conversation series @ MIT begins! @dog_rates and @jonnysun and YOU! https://t.co/C8xwnihnvx'
854732716440526848,2017-04-19 16:25:34,b'This is Marlee. She fetched a flower and immediately requested that it be placed behind her ear. 12/10 elegant af https://t.co/nJztIEON5s'
854680470612783104,2017-04-19 12:57:58,b'@Beam always retweet the puppers Beam'
854544079379738624,2017-04-19 03:55:59,b'RT @dylandelia87: 4 legs down to 3 but he beat cancer! Good job buddy \xf0\x9f\x90\xbe #Survivor https://t.co/XzP4KZfrqX'
854513663105015809,2017-04-19 01:55:08,b'@AmandaaaYG On it'
854512365165064192,2017-04-19 01:49:58,b'Alpha Doggo Omegood Boy https://t.co/NUGRWjtNyj'
854510962715578369,2017-04-19 01:44:24,b'@nickengler421 @ShopWeRateDogs :)\nhttps://t.co/Z7p4VnxfEb'
854508948048797696,2017-04-19 01:36:23,b'RT @dog_rates: We now have products specifically for all the rebellious doggos out there\n\nShop Now:\nhttps://t.co/vuuY5fACLR https://t.co/81\xe2\x80\xa6'
854505507637395457,2017-04-19 01:22:43,b'@estrattonbailey you guys made all this pawsible'
854482967598641156,2017-04-18 23:53:09,b'@JeremiahWehler @FR0sure Yes and then the owner sent it to us and how could we resist giving our input'
854482394044301312,2017-04-18 23:50:52,b'This is Arya. She can barely contain her excitement for more peanut butter. Also patriotic af. 13/10 https://t.co/AL4Ahm1Rm5'
854464477802016768,2017-04-18 22:39:41,b'@AlexAllTimeLow very* good boy'
854461208614903808,2017-04-18 22:26:41,"b""RT @MattMarcotte: The patch notes for the @dog_rates app are h*ckin' good. https://t.co/3wLBxGLm0c"""
854460563413282816,2017-04-18 22:24:08,"b'We just completed a massive pupdate to our app, Good Dogs!\n\nMore Maps + More Doggos\n\nWe hope you enjoy \xf0\x9f\x90\xb6\n\nDownload:\xe2\x80\xa6 https://t.co/NmIMDeE4L7'"
854425569093709824,2017-04-18 20:05:04,b'@markkawika @darth \xe2\x9d\xa4\xe2\x9d\xa4\xe2\x9d\xa4'
854412754408656897,2017-04-18 19:14:09,b'RT @BostonMagazine: You can see the creator of the @dog_rates Twitter feed tomorrow at MIT: https://t.co/RPMzDzlhoe https://t.co/FL32ICSK9L'
854406052258951174,2017-04-18 18:47:31,b'Mister will be doing incredible doggo things all day on our snapchat!\n\nAdd us: https://t.co/gJx2GpvhHq (weratedogs) https://t.co/0ACJjT1Lt6'
854405057567223809,2017-04-18 18:43:34,b'RT @p_nutbutterbabe: now THATS what I call content @dog_rates https://t.co/a0aqfCxBme'
854377588374073344,2017-04-18 16:54:25,b'@DworaczykJordan @ShopWeRateDogs Not yet :/'
854376716701245441,2017-04-18 16:50:57,"b""@Nigel_Kervane @ShopWeRateDogs Dude we've had that since day 1 \xf0\x9f\x98\x98\nhttps://t.co/RJpD715IrQ"""
854376546521559044,2017-04-18 16:50:16,b'@galahxds @ShopWeRateDogs It does :)\nhttps://t.co/kGm0zsJQJu'
